---- PEOPLE ----
('Ypgyjlxuneo', 'Ehrqiyjp', 'MA', 'Jersey City'),
(479, 'Polkpnnd'),
(215, 'Jmbldyxcpg'),
(158, 'Ai'),
(379, 'Wn'),
(2, 'Ktk'),
(90, 'Goweto'),
(861, 'Abyuiy'),
(568, 'Cgguhmpnffyi'),
(253, 'Vzhugprlw'),
(970, 'Fjwqwjwajwkjk'),
(277, 'Tlmc'),
(236, 'Xphkw'),
(80, 'Zqgj'),
(905, 'Tgaykxmtzfb'),
(961, 'Bzfyrlrfuf'),
(960, 'Iowwvfqwxg'),
(78, 'Hoc'),
(295, 'Gxkjtk'),
(717, 'Xmxlaeuy'),
(437, 'Howynjbtl'),
(211, 'Jrhsfnhr'),
(936, 'Twckep'),
(1000, 'Pcfqea'),
(122, 'Lnfetecpdc'),
(427, 'Nf'),
(225, 'Ymfdfefkdn'),
(568, 'Mdutbkbxyuvvk'),
(117, 'Evhixwzofzmhz'),
(201, 'Dfmzcytmnt'),
(736, 'Npek'),
(551, 'Smfbnqtfjvgu'),
(882, 'Hs'),
(599, 'Gaaw'),
(671, 'Au'),
(540, 'Mofx'),
(695, 'Nxryhzcj'),
(733, 'Aqncf'),
(131, 'Qz'),
(529, 'Jlp'),
(758, 'Hhwjdats'),
(225, 'Jdczvsv'),
(994, 'Tj'),
(73, 'Gorjykl'),
(183, 'Zap'),
(235, 'Ckqfctmbnz'),
(728, 'Jzoki'),
(432, 'Blmxlilawmzs'),
(571, 'Duvixqtvnw'),
(688, 'Ovdq'),
(426, 'Nnuyauguwya'),
(376, 'Kdkqzcsohbgg'),
(607, 'Vo'),
(346, 'Wmytierfsfvl'),
(769, 'Apcfjt'),
(447, 'Fapwa'),
(631, 'Uyajoqxl'),
(3, 'Ls'),
(718, 'Qyp'),
(404, 'Pwxssaaocj'),
(83, 'Bhkwqsue'),
(807, 'Oissdyngn'),
(750, 'Yvzlvssimb'),
(851, 'Sf'),
(397, 'Efncy'),
(608, 'Wmmiihoubq'),
(297, 'Whiqph'),
(44, 'Qfotgynemdtf'),
(779, 'Jufwyxtforf'),
(811, 'Fvvqsino'),
(767, 'Pigqcgb'),
(967, 'Cpfd'),
(675, 'Qtmppngp'),
(86, 'Orptdysppmvv'),
(343, 'Gxszetitmsxmv'),
(59, 'Adnvkyaoett'),
(787, 'Ycrgzhrtk'),
(774, 'Ucqmf'),
(973, 'Zqzuohl'),
(633, 'Ej'),
(23, 'Lze'),
(925, 'Hiuurvw'),
(103, 'Jfdnocenier'),
(636, 'Qwojlkc'),
(351, 'Udy'),
(150, 'Swfltgdql'),
(974, 'Tktuofx'),
(865, 'Lrs'),
(691, 'Xlswwrjyvttp'),
(740, 'Fkoivxwxucore'),
(869, 'Gzsrzixlkd'),
(308, 'Pmscjkujg'),
(358, 'Jhfvndhx'),
(153, 'Uu'),
(75, 'Edgmkkyqorim'),
(65, 'Blseanr'),
(438, 'Zys'),
(1000, 'Jxa'),
(935, 'Jf'),
(745, 'Kvsrtklqsn'),
(129, 'Fnbw'),
(375, 'Kranqoqmoheq'),
(87, 'Rugcqrzppfy'),
(951, 'Xlwhbuas'),
(565, 'Ixnjkikjgpzvg'),
(386, 'Chj'),
(944, 'Kesbleaeajw'),
(558, 'Pp'),
(232, 'Sblgjn'),
(495, 'Lneen'),
(795, 'Tlsjifcngftyd'),
(719, 'Aedckwwp'),
(11, 'Twgcg'),
(753, 'Iomm'),
(704, 'Ldbaiacsgt'),
(246, 'Lvefq'),
(69, 'Mmvk'),
(476, 'Asyoomablr'),
(234, 'Iemcvdask'),
(165, 'Ed'),
(63, 'Jbxjasp'),
(397, 'Tnymey'),
(718, 'Cvh'),
(252, 'Ztragvdpvfvgk'),
(391, 'Fhqzwqr'),
(6, 'Ghmpk'),
(180, 'Kfnjyaxxwsxo'),
(85, 'Fquwdnf'),
(613, 'Spkvzzopn'),
(13, 'Pr'),
(535, 'Gxwnixloxaee'),
(817, 'Fothnpa'),
(504, 'Mukkqftss'),
(580, 'Bniimuj'),
(591, 'Gfb'),
(354, 'Ugfp'),
(769, 'Wumqbcfikiqv'),
(501, 'Tvlqzwhrrgsaz'),
(183, 'Ygbzazvymqgu'),
(479, 'Nvzyfhuxkydu'),
(729, 'Izk'),
(529, 'Gyefeagtrihy'),
(829, 'Hi'),
(698, 'Pflsytsfs'),
(794, 'Fwjldy'),
(997, 'Meja'),
(438, 'Ghygtdl'),
(416, 'Uq'),
(132, 'Ogmvkod'),
(565, 'Vw'),
(41, 'Xuyp'),
(547, 'Oleyzhednlioj'),
(13, 'Fhdmaboygt'),
(340, 'Pdgjjvnkq'),
(913, 'Euzywrke'),
(358, 'Dopb'),
(779, 'Eqbyear'),
(281, 'Qt'),
(721, 'Fkphmwzvtiqzz'),
(272, 'Keveatifchhnf'),
(22, 'Pkwhx'),
(163, 'Eqgfrrslb'),
(898, 'Etwgslxxp'),
(507, 'Ec'),
(778, 'Pxz'),
(971, 'Moivtgrhfrl'),
(355, 'Dklmef'),
(651, 'Ljrsluirergsq'),
(376, 'Rimd'),
(574, 'Rzqqtqnfkjw'),
(494, 'Ehfjwthklh'),
(8, 'Cklovtmzhmre'),
(608, 'Fxbtqudoe'),
(336, 'Wiwrholt'),
(404, 'Ejbpjwfooc'),
(755, 'Wwvomafikldx'),
(602, 'Zecahkkeve'),
(844, 'Hbjhjy'),
(533, 'Egvqw'),
(368, 'Gnmnlkhoja'),
(432, 'Vxjzzexcejge'),
(843, 'Udpbcjulnifdz'),
(603, 'Vgpefpgck'),
(963, 'Tcwsxw'),
(153, 'Shuyphk'),
(510, 'Mpfnkzhjwlqmt'),
(422, 'Ozna'),
(697, 'Sastiz'),
(809, 'Didpzbswst'),
(645, 'Vkhcvaezbcec'),
(691, 'Nvmojqxay'),
(779, 'Gjtyxoimtk'),
(292, 'Lqvnbrqzceyxi'),
(983, 'Ybinwefsckvyd'),
(30, 'Mreggug'),
(668, 'Stzemi'),
(136, 'Gpsmzdgumxoep'),
(50, 'Hflyrjklgyw'),
(919, 'Gegwgtw'),
(378, 'Yxcsocifvhfj'),
(486, 'Ugfiubssdyr'),
(1000, 'Aqzputua'),
(285, 'Qzz'),
(595, 'Sa'),
(121, 'Ib'),
(819, 'Tcie'),
(456, 'Khv'),
(105, 'Xcgzngpapkn'),
(470, 'Oqiglkyztnl'),
(80, 'Qvhdrpchqehh'),
(410, 'Fcnhzsx'),
(765, 'Gwzxq'),
(157, 'Sh'),
(537, 'Jbpiqozjskti'),
(955, 'Kzayr'),
(631, 'Hq'),
(9, 'Lgkkqahrsrc'),
(8, 'Zzxmuly'),
(309, 'Yvfuzwjgpot'),
(497, 'Rixzpt'),
(350, 'Nvlviikr'),
(106, 'Asommgutkvtl'),
(67, 'Mn'),
(515, 'Lqoaqwq'),
(732, 'Rzbztrmxf'),
(348, 'Eyrpkueg'),
(5, 'Byps'),
(94, 'Epyleusd'),
(625, 'Tixzsw'),
(885, 'Jyuguwykucq'),
(391, 'Xhnak'),
(214, 'Lymh'),
(283, 'Dcc'),
(742, 'Eoxonwacx'),
(786, 'Rfrsbdvvbk'),
(359, 'Mtme'),
(632, 'Mnckz'),
(405, 'Eupgzxy'),
(471, 'Hf'),
(833, 'Nkike'),
(530, 'Kveeinbydfxjn'),
(749, 'Bsauwogjxjw'),
(803, 'Mi'),
(642, 'Eilehfut'),
(581, 'Wlmpijjhe'),
(40, 'Jynaj'),
(624, 'Kdmpbw'),
(445, 'Aqkhlvwymmp'),
(614, 'Hmiiyhmmp'),
(498, 'Ncsaezluvqm'),
(130, 'Wm'),
(726, 'Jem'),
(316, 'Ajux'),
(506, 'Uxerofdkkxxv'),
(723, 'Saubw'),
(148, 'Tpwn'),
(757, 'Fuiqtqfcjjr'),
(718, 'Ftnxierhts'),
(249, 'Dyzezmmx'),
(828, 'Cjeho'),
(121, 'Rqx'),
(143, 'Lqhtyddvj'),
(362, 'Pkcyril'),
(771, 'Vktjvsaklh'),
(896, 'Lpwrpknpjb'),
(250, 'Zqvztcw'),
(127, 'Mqkxhp'),
(38, 'Anwgg'),
(227, 'Gzs'),
(955, 'Hkcywhdg'),
(666, 'Amqtwaxibu'),
(164, 'Lxmxgxuyd'),
(406, 'Gxor'),
(912, 'Rh'),
(892, 'Fxbyjc'),
(169, 'Gvxewvdyq'),
(420, 'Zidsy'),
(960, 'Iwgiisvuyq'),
(32, 'Prtrgchhg'),
(58, 'Qlooltyvb'),
(519, 'Kmkfgcgkoyc'),
(862, 'Dyzmzcevym'),
(228, 'Qzyqvlrqqoli'),
(774, 'Wyl'),
(89, 'Ux'),
(298, 'Hizugzbhvwr'),
(78, 'Dmejhusrnuq'),
(980, 'Qwqieubbjev'),
(312, 'Cbazjdfnvhe'),
(653, 'Lxtv'),
(254, 'Tlr'),
(725, 'Nopfe'),
(487, 'Bjupxhclkrifq'),
(783, 'Hjavdvflbjd'),
(251, 'Usboyrfdcotjx'),
(582, 'Vwftt'),
(146, 'Kus'),
(159, 'Gdnjjecssgtkn'),
(505, 'Frkledd'),
(602, 'Cpveccvm'),
(404, 'Wertcw'),
(894, 'Gvnzuu'),
(75, 'Ybleikdxkhuj'),
(266, 'Ugndqvj'),
(699, 'Axbskb'),
(356, 'Ucbvqpsk'),
(267, 'Qdw'),
(371, 'Blykrugb'),
(178, 'Exdqn'),
(44, 'Ndkakbuxixhn'),
(509, 'Qrspisjbvv'),
(370, 'Ukzjvpfivq'),
(730, 'Jvqzijylppeaa'),
(625, 'Izrliahlxk'),
(743, 'Gdyybasuawpg'),
(604, 'Oe'),
(240, 'Qxzkiystnwije'),
(481, 'Ul'),
(972, 'Zrdeu'),
(854, 'Sxihyps'),
(874, 'Uszcfaevlkqy'),
(807, 'Uyciwnhg'),
(432, 'Lvfiiwqwlw'),
(96, 'Wukfm'),
(767, 'Lavebmmcc'),
(48, 'Ahszmvdduva'),
(58, 'Bzgleljjzyc'),
(423, 'Rpcxnki'),
(789, 'Ifbfmwnjdwx'),
(473, 'Zikoamqkrjb'),
(429, 'Cvkvgm'),
(627, 'Soy')
---- LISTITEMS ----
(14, 66, 13, 4),
(673, 673, 16, 7),
(733, 330, 14, 10),
(654, 958, 13, 6),
(969, 734, 4, 4),
(850, 828, 8, 2),
(500, 132, 14, 5),
(573, 82, 13, 9),
(917, 95, 14, 8),
(419, 177, 7, 2),
(398, 820, 12, 3),
(123, 549, 10, 10),
(275, 613, 8, 5),
(361, 753, 7, 5),
(36, 574, 11, 4),
(225, 913, 12, 9),
(638, 254, 10, 2),
(68, 795, 10, 2),
(707, 50, 13, 5),
(518, 504, 10, 3),
(219, 985, 16, 10),
(486, 79, 19, 10),
(747, 121, 9, 6),
(976, 665, 10, 4),
(888, 743, 12, 6),
(112, 684, 13, 6),
(293, 801, 6, 5),
(598, 130, 10, 2),
(334, 995, 8, 4),
(476, 585, 15, 6),
(688, 691, 4, 1),
(659, 769, 10, 6),
(818, 215, 13, 10),
(65, 910, 12, 9),
(283, 531, 12, 5),
(723, 85, 11, 9),
(314, 733, 11, 6),
(14, 944, 17, 9),
(136, 690, 11, 8),
(649, 637, 10, 4),
(556, 697, 15, 9),
(843, 904, 10, 7),
(267, 626, 8, 8),
(170, 129, 8, 4),
(252, 885, 16, 10),
(541, 701, 14, 6),
(184, 724, 9, 9),
(56, 635, 14, 9),
(563, 865, 14, 8),
(802, 611, 14, 6),
(945, 100, 18, 9),
(120, 127, 12, 8),
(373, 799, 14, 9),
(296, 624, 10, 4),
(998, 391, 11, 5),
(818, 231, 17, 10),
(636, 434, 6, 6),
(477, 886, 13, 8),
(125, 995, 10, 10),
(431, 707, 8, 3),
(699, 807, 13, 6),
(5, 56, 11, 2),
(265, 1, 17, 10),
(787, 618, 11, 9),
(21, 483, 15, 7),
(392, 898, 11, 2),
(684, 846, 6, 5),
(479, 103, 10, 6),
(149, 900, 13, 4),
(225, 581, 7, 7),
(21, 230, 10, 5),
(777, 463, 5, 3),
(815, 589, 14, 8),
(569, 739, 7, 7),
(137, 160, 13, 6),
(768, 331, 10, 1),
(799, 400, 9, 7),
(686, 675, 2, 1),
(282, 643, 4, 4),
(985, 24, 5, 2),
(229, 974, 5, 3),
(29, 803, 13, 9),
(83, 744, 8, 2),
(655, 652, 2, 2),
(294, 73, 3, 3),
(33, 540, 8, 5),
(101, 277, 17, 9),
(506, 894, 3, 2),
(830, 288, 3, 2),
(762, 273, 14, 5),
(601, 791, 9, 9),
(337, 601, 14, 6),
(116, 90, 13, 9),
(307, 392, 15, 10),
(707, 810, 12, 7),
(212, 179, 3, 3),
(872, 130, 9, 5),
(622, 392, 7, 6),
(138, 953, 8, 7),
(680, 8, 13, 9),
(298, 65, 17, 10),
(867, 66, 11, 2),
(862, 695, 14, 7),
(408, 280, 16, 10),
(524, 241, 4, 3),
(177, 92, 12, 9),
(422, 295, 11, 2),
(437, 349, 8, 2),
(652, 618, 4, 3),
(565, 115, 8, 4),
(249, 208, 16, 8),
(1000, 41, 11, 9),
(903, 979, 11, 7),
(862, 352, 16, 9),
(823, 850, 3, 3),
(712, 677, 12, 10),
(286, 132, 8, 6),
(963, 606, 10, 4),
(552, 860, 11, 8),
(402, 407, 6, 4),
(383, 373, 11, 2),
(808, 841, 12, 8),
(411, 21, 11, 2),
(728, 977, 1, 1),
(506, 936, 3, 2),
(540, 231, 17, 9),
(749, 954, 9, 7),
(522, 551, 3, 2),
(87, 244, 8, 5),
(121, 188, 12, 8),
(536, 836, 18, 10),
(892, 287, 8, 2),
(897, 686, 16, 9),
(944, 440, 10, 1),
(521, 383, 14, 7),
(963, 120, 10, 2),
(968, 785, 10, 7),
(691, 358, 15, 10),
(956, 594, 6, 2),
(776, 443, 5, 1),
(125, 395, 6, 3),
(238, 819, 15, 10),
(709, 199, 15, 8),
(883, 628, 14, 5),
(443, 431, 5, 1),
(746, 158, 9, 9),
(103, 429, 6, 6),
(662, 870, 15, 8),
(343, 95, 6, 3),
(251, 302, 5, 3),
(729, 37, 17, 10),
(815, 540, 16, 9),
(758, 610, 8, 4),
(575, 981, 19, 10),
(235, 273, 5, 1),
(786, 52, 13, 4),
(946, 386, 2, 1),
(849, 665, 7, 2),
(621, 718, 3, 2),
(122, 37, 8, 7),
(725, 674, 15, 7),
(391, 181, 15, 8),
(47, 399, 18, 9),
(865, 372, 18, 10),
(874, 566, 7, 3),
(377, 718, 6, 5),
(965, 124, 6, 3),
(645, 268, 10, 4),
(229, 582, 12, 6),
(943, 920, 11, 4),
(260, 569, 9, 6),
(743, 861, 17, 9),
(62, 353, 19, 10),
(351, 648, 9, 2),
(305, 179, 16, 8),
(335, 413, 13, 5),
(441, 808, 13, 7),
(248, 932, 12, 5),
(596, 804, 9, 2),
(749, 991, 11, 9),
(538, 158, 6, 5),
(21, 837, 11, 4),
(429, 95, 7, 5),
(810, 309, 8, 1),
(897, 965, 8, 8),
(263, 982, 18, 10),
(547, 256, 19, 10),
(459, 91, 18, 10),
(578, 301, 14, 8),
(596, 397, 13, 9),
(566, 690, 14, 5),
(907, 594, 9, 3),
(607, 925, 9, 5),
(798, 868, 12, 7),
(616, 339, 9, 4),
(544, 265, 10, 6),
(826, 9, 10, 3),
(994, 166, 9, 8),
(469, 744, 14, 8),
(56, 602, 10, 5),
(332, 474, 4, 3),
(580, 291, 7, 1),
(669, 422, 9, 4),
(544, 582, 10, 4),
(287, 656, 5, 1),
(947, 305, 13, 5),
(889, 640, 1, 1),
(647, 8, 8, 2),
(109, 741, 14, 5),
(592, 445, 8, 5),
(102, 71, 16, 9),
(977, 78, 5, 3),
(308, 641, 15, 10),
(672, 18, 12, 10),
(624, 492, 7, 6),
(800, 751, 4, 4),
(922, 670, 9, 6),
(223, 203, 10, 4),
(960, 154, 16, 9),
(873, 722, 10, 4),
(28, 732, 10, 2),
(196, 92, 5, 4),
(529, 672, 18, 9),
(699, 39, 14, 7),
(660, 925, 11, 2),
(102, 798, 12, 5),
(817, 827, 6, 5),
(662, 115, 12, 7),
(303, 752, 9, 6),
(724, 832, 4, 4),
(993, 271, 6, 2),
(103, 507, 14, 7),
(335, 78, 2, 1),
(647, 748, 10, 2),
(967, 557, 19, 10),
(465, 759, 19, 10),
(411, 171, 12, 3),
(717, 510, 12, 6),
(854, 490, 9, 9),
(869, 846, 3, 3),
(568, 575, 9, 7),
(643, 157, 9, 8),
(70, 415, 16, 10),
(711, 970, 1, 1),
(269, 71, 5, 2),
(788, 200, 8, 8),
(387, 552, 12, 10),
(276, 483, 4, 4),
(94, 22, 10, 3),
(274, 856, 3, 1),
(433, 18, 9, 6),
(911, 159, 4, 4),
(525, 7, 6, 3),
(689, 486, 3, 1),
(793, 5, 10, 3),
(441, 521, 14, 10),
(900, 462, 7, 2),
(269, 776, 4, 2),
(379, 997, 12, 10),
(279, 198, 8, 2),
(186, 892, 17, 9),
(401, 731, 10, 3),
(846, 116, 13, 8),
(887, 174, 19, 10),
(206, 233, 8, 5),
(631, 434, 4, 4),
(863, 713, 8, 7),
(203, 346, 14, 5),
(798, 538, 13, 9),
(878, 396, 9, 8),
(967, 756, 10, 5),
(425, 890, 15, 7),
(789, 450, 8, 8),
(798, 897, 8, 1),
(110, 170, 9, 2),
(440, 660, 15, 8),
(635, 552, 10, 5),
(492, 611, 11, 6),
(178, 778, 7, 6),
(340, 249, 18, 9),
(609, 695, 13, 4),
(776, 150, 7, 3),
(881, 743, 8, 1),
(211, 552, 18, 9),
(997, 40, 17, 9),
(586, 385, 5, 2),
(871, 507, 3, 1),
(319, 917, 4, 2),
(132, 336, 12, 8),
(67, 287, 18, 10),
(386, 470, 13, 7),
(682, 410, 8, 6),
(75, 93, 1, 1),
(468, 201, 8, 3),
(917, 176, 15, 7),
(819, 329, 7, 7),
(668, 886, 9, 8),
(452, 152, 9, 4),
(469, 778, 3, 1),
(484, 393, 7, 6),
(714, 738, 1, 1),
(626, 100, 10, 1),
(506, 336, 12, 7),
(189, 15, 13, 6),
(920, 894, 16, 7),
(20, 488, 18, 9),
(170, 317, 11, 7),
(182, 382, 16, 7),
(616, 648, 15, 8),
(438, 225, 2, 2),
(389, 142, 10, 7),
(844, 798, 11, 4),
(116, 878, 14, 10),
(506, 195, 10, 7),
(762, 666, 9, 4),
(496, 315, 8, 2),
(659, 37, 7, 7),
(46, 661, 14, 10),
(216, 76, 3, 1),
(464, 927, 9, 7),
(635, 533, 11, 6),
(564, 485, 4, 3),
(272, 419, 15, 8),
(299, 490, 1, 1),
(438, 912, 6, 2),
(664, 340, 10, 3),
(812, 849, 11, 8),
(625, 605, 11, 9),
(116, 853, 16, 9),
(611, 58, 16, 9),
(281, 759, 10, 3),
(57, 108, 15, 9),
(88, 912, 12, 7),
(283, 234, 6, 2),
(745, 27, 10, 5),
(331, 606, 6, 5),
(946, 575, 1, 1),
(19, 719, 10, 5),
(687, 997, 13, 8),
(688, 634, 13, 10),
(679, 629, 9, 7),
(939, 9, 7, 2),
(897, 886, 9, 2),
(571, 393, 13, 8),
(273, 101, 9, 8),
(14, 369, 11, 8),
(534, 244, 12, 4),
(79, 16, 12, 6),
(711, 841, 11, 2),
(846, 956, 5, 3),
(840, 190, 16, 9),
(880, 555, 9, 9),
(126, 71, 10, 2),
(699, 818, 3, 1),
(725, 714, 9, 4),
(485, 315, 3, 3),
(29, 514, 7, 1),
(329, 863, 12, 5),
(741, 637, 7, 3),
(56, 524, 11, 8),
(235, 681, 3, 2),
(848, 563, 9, 5),
(69, 857, 8, 6),
(957, 82, 4, 1),
(652, 227, 12, 3),
(472, 13, 13, 7),
(378, 855, 10, 10),
(805, 888, 10, 4),
(791, 180, 8, 3),
(515, 409, 10, 8),
(295, 446, 4, 4),
(240, 595, 6, 2),
(802, 253, 6, 2),
(151, 814, 16, 10),
(732, 91, 13, 7),
(925, 848, 8, 2),
(295, 430, 16, 7),
(725, 375, 13, 4),
(290, 386, 13, 4),
(160, 60, 10, 5),
(519, 823, 4, 1),
(948, 289, 14, 6),
(125, 803, 9, 1),
(842, 275, 11, 5),
(907, 369, 5, 1),
(259, 107, 6, 1),
(454, 567, 12, 7),
(581, 424, 12, 6),
(35, 767, 6, 2),
(917, 741, 10, 2),
(644, 20, 9, 1),
(83, 372, 18, 10),
(508, 517, 10, 4),
(431, 153, 6, 4),
(3, 383, 13, 5),
(16, 668, 15, 7),
(156, 490, 15, 8),
(287, 770, 6, 1),
(162, 753, 8, 1),
(540, 660, 3, 1),
(70, 222, 12, 10),
(674, 863, 10, 7),
(702, 923, 16, 10),
(456, 967, 18, 9),
(540, 58, 18, 10),
(279, 562, 11, 2),
(211, 182, 12, 5),
(126, 207, 11, 10),
(818, 603, 9, 5),
(678, 871, 3, 1),
(95, 609, 18, 9),
(717, 863, 4, 1),
(768, 113, 18, 10),
(514, 677, 11, 6),
(519, 843, 3, 1),
(203, 238, 7, 7),
(782, 155, 9, 7),
(65, 749, 12, 8),
(647, 976, 7, 4),
(313, 164, 14, 6),
(790, 304, 8, 8),
(615, 7, 17, 10),
(901, 872, 16, 9),
(708, 911, 5, 3),
(650, 688, 16, 7),
(603, 861, 8, 3),
(648, 3, 6, 4),
(395, 973, 6, 2),
(725, 869, 10, 7),
(185, 284, 11, 8),
(432, 554, 14, 9),
(322, 328, 13, 4),
(970, 938, 18, 9),
(190, 586, 16, 8),
(171, 290, 13, 4),
(804, 374, 11, 10),
(259, 782, 8, 8),
(10, 639, 10, 3),
(681, 866, 5, 1),
(819, 802, 12, 8),
(601, 562, 16, 7),
(971, 740, 10, 5),
(159, 820, 15, 7),
(539, 342, 7, 1),
(669, 277, 5, 1),
(240, 277, 3, 2),
(806, 386, 8, 4),
(88, 776, 6, 3),
(62, 239, 10, 6),
(348, 402, 13, 7),
(319, 577, 14, 8),
(831, 140, 13, 6),
(916, 310, 8, 2),
(317, 122, 17, 9),
(382, 132, 10, 3),
(311, 818, 10, 4),
(801, 172, 9, 6),
(93, 725, 10, 10),
(586, 371, 9, 7),
(231, 352, 9, 3),
(17, 445, 7, 4),
(403, 244, 8, 4),
(266, 101, 15, 8),
(616, 889, 8, 5),
(578, 276, 8, 4),
(623, 836, 5, 4),
(713, 497, 14, 8),
(155, 383, 9, 9),
(269, 288, 10, 5),
(753, 105, 12, 8),
(421, 533, 10, 5),
(803, 952, 11, 9),
(214, 76, 9, 5),
(686, 342, 10, 6),
(58, 191, 12, 9),
(199, 927, 19, 10),
(63, 650, 16, 7),
(587, 733, 4, 1),
(561, 203, 9, 4),
(686, 445, 14, 8),
(266, 408, 2, 1),
(649, 823, 14, 6),
(204, 84, 17, 10),
(322, 342, 11, 6),
(593, 248, 10, 2),
(838, 627, 8, 4),
(51, 261, 7, 4),
(781, 118, 7, 7),
(293, 302, 15, 7),
(260, 461, 12, 4),
(806, 818, 17, 9),
(934, 607, 10, 7),
(454, 629, 14, 10),
(98, 937, 9, 9),
(722, 451, 6, 2),
(117, 623, 7, 1),
(195, 563, 5, 3),
(214, 433, 12, 10),
(198, 408, 11, 5),
(673, 149, 7, 4),
(142, 592, 13, 9),
(556, 704, 18, 10),
(971, 792, 14, 10),
(467, 725, 10, 6),
(475, 923, 7, 1),
(638, 501, 11, 3),
(524, 205, 8, 4),
(169, 503, 9, 2),
(711, 894, 14, 8),
(235, 697, 14, 8),
(302, 91, 6, 5),
(115, 647, 12, 6),
(817, 670, 8, 1),
(680, 665, 12, 3),
(419, 771, 9, 9),
(938, 781, 7, 2),
(281, 886, 15, 9),
(988, 897, 7, 1),
(263, 668, 12, 10),
(357, 887, 16, 8),
(179, 150, 11, 5),
(396, 904, 9, 6),
(784, 917, 3, 2),
(212, 24, 8, 3),
(759, 403, 16, 8),
(758, 724, 6, 3),
(993, 142, 12, 9),
(283, 645, 17, 8),
(469, 665, 12, 5),
(848, 697, 6, 4),
(490, 952, 10, 3),
(909, 651, 12, 7),
(336, 101, 4, 1),
(324, 210, 16, 7),
(337, 346, 7, 6),
(301, 441, 13, 9),
(580, 982, 9, 5),
(744, 234, 4, 2),
(462, 498, 14, 10),
(109, 39, 13, 9),
(412, 786, 10, 10),
(225, 67, 10, 1),
(417, 310, 5, 2),
(457, 271, 13, 7),
(376, 746, 16, 8),
(813, 951, 11, 7),
(186, 215, 10, 1),
(95, 85, 6, 4),
(306, 444, 15, 6),
(512, 69, 19, 10),
(583, 735, 9, 1),
(729, 522, 9, 4),
(957, 184, 5, 1),
(784, 165, 9, 3),
(977, 273, 18, 10),
(213, 440, 16, 10),
(891, 215, 8, 3),
(392, 34, 16, 10),
(470, 241, 14, 8),
(206, 4, 13, 10),
(326, 98, 14, 5),
(865, 738, 12, 9),
(279, 172, 11, 3),
(400, 817, 14, 7),
(610, 327, 10, 4),
(221, 411, 18, 10),
(486, 210, 17, 10),
(635, 970, 5, 1),
(649, 428, 9, 6),
(205, 513, 16, 9),
(277, 535, 10, 8),
(879, 354, 10, 3),
(969, 935, 10, 4),
(645, 239, 10, 8),
(13, 835, 3, 3),
(448, 214, 9, 6),
(36, 768, 5, 3),
(818, 657, 9, 3),
(361, 267, 7, 6),
(166, 986, 4, 3),
(446, 996, 9, 5),
(964, 789, 15, 9),
(346, 90, 10, 9),
(900, 74, 3, 2),
(363, 891, 13, 6),
(684, 97, 10, 7),
(898, 747, 15, 10),
(388, 896, 7, 1),
(320, 767, 5, 1),
(187, 460, 10, 4),
(409, 485, 5, 3),
(125, 531, 4, 1),
(209, 387, 13, 4),
(421, 24, 3, 1),
(55, 779, 8, 2),
(526, 625, 9, 3),
(16, 949, 6, 2),
(797, 572, 9, 9),
(291, 754, 6, 6),
(364, 331, 14, 5),
(896, 612, 6, 6),
(307, 203, 12, 8),
(29, 194, 9, 2),
(421, 49, 16, 10),
(705, 614, 8, 8),
(169, 992, 9, 5),
(345, 546, 7, 5),
(495, 955, 8, 8),
(389, 589, 13, 10),
(457, 377, 17, 9),
(82, 676, 4, 3),
(205, 550, 14, 10),
(92, 819, 10, 10),
(903, 428, 9, 7),
(618, 614, 13, 5),
(910, 882, 9, 8),
(730, 560, 18, 9),
(28, 488, 2, 1),
(297, 671, 10, 4),
(822, 570, 7, 3),
(995, 393, 6, 1),
(102, 543, 3, 1),
(20, 722, 10, 8),
(33, 691, 4, 2),
(664, 707, 9, 2),
(69, 107, 9, 1),
(669, 241, 14, 6),
(585, 697, 4, 3),
(86, 555, 8, 7),
(704, 27, 10, 2),
(608, 933, 17, 9),
(36, 347, 8, 4),
(376, 162, 10, 9),
(989, 507, 12, 10),
(642, 385, 9, 7),
(832, 920, 10, 6),
(905, 972, 10, 7),
(612, 639, 9, 9),
(131, 551, 18, 10),
(40, 928, 14, 7),
(70, 66, 8, 3),
(427, 560, 12, 7),
(853, 842, 10, 3),
(349, 714, 15, 7),
(632, 977, 13, 4),
(159, 129, 13, 8),
(668, 883, 5, 4),
(276, 367, 12, 5),
(507, 98, 16, 8),
(820, 3, 11, 4),
(475, 281, 7, 7),
(280, 424, 10, 7),
(965, 932, 5, 5),
(172, 556, 15, 8),
(146, 508, 9, 2),
(710, 366, 7, 3),
(892, 672, 12, 5),
(445, 970, 16, 9),
(533, 444, 2, 1),
(355, 126, 12, 9),
(577, 477, 12, 4),
(227, 991, 5, 2),
(366, 961, 8, 3),
(684, 393, 3, 2),
(619, 867, 12, 9),
(741, 80, 11, 2),
(802, 749, 11, 6),
(433, 767, 13, 7),
(715, 175, 13, 9),
(67, 490, 9, 9),
(715, 211, 18, 9),
(5, 131, 15, 7),
(627, 991, 12, 10),
(77, 464, 12, 5),
(152, 379, 17, 10),
(219, 578, 7, 2),
(766, 596, 16, 8),
(199, 222, 3, 2),
(43, 580, 7, 1),
(619, 485, 16, 9),
(680, 928, 15, 7),
(279, 128, 8, 3),
(74, 830, 4, 1),
(991, 326, 12, 9),
(472, 553, 8, 5),
